ave_flot_level,iron_feed,ore_pulp_pH,hour,dayofweek,ave_flot_air_flow,starch_flow,amina_flow,ore_pulp_flow,ore_pulp_density
-1.2795687625970749,-0.8832095138510795,0.2754550431811392,-0.9358638959830816,-0.47727026574551074,-2.000452775594635,-1.6052990285053417,0.23977443343579968,-0.2070932366812629,1.0116517230450899
-0.10819441449935135,-0.9463110731932183,1.6598176664527688,-1.5127880541771495,0.516957255585281,-1.9721341763291478,1.4641392175883707,0.5796266791273433,-0.33490160544603187,-0.047160858217190536
1.6198517827684802,-1.4546291901160353,0.854740394196584,-0.9358638959830816,0.019843494919885137,-1.9925365055200701,-0.26726691482134246,-1.5651744375115326,-0.27892590785493426,-1.0343344813570066
-2.0751450880209394,-0.8832095138510795,-0.5501411322425493,-0.7916328564345647,0.019843494919885137,-1.9963694332210309,0.695297100663347,-0.0583140716188445,1.217374131642073,0.621652609741907
0.6184969905613119,-0.03309128382496034,1.1528875475909675,-0.5031707773375309,-0.47727026574551074,0.018148597137084107,-0.03858671439548379,0.5208653377255711,-1.023797077205256,0.4698852298256817
-0.11097762973599067,1.1185121741692612,0.33630907915266567,-0.35893973778901395,1.014071016250677,0.006160245544635292,-0.9025515916772293,-0.11921423111818391,-0.6803687181983641,-0.9790265473518568
-0.6140133245044115,-0.8726925872940348,-0.34295390834164596,-0.9358638959830816,-0.47727026574551074,0.003693560674777448,0.20837107783963188,0.35029544834181975,0.15173323110524192,0.09756211047891004
-1.100081790947573,-0.6606012350607292,0.4593516227582329,-0.35893973778901395,0.516957255585281,0.03231285823597856,-0.2001064969954553,0.5763408836957955,-0.29202969261843525,-0.07319813986808453
0.1359195714403234,-0.03309128382496034,2.5281230155393057,-1.6570190937256664,1.014071016250677,-1.0145911701734647,1.5551626061384516,0.8582128955946683,0.02717757487047397,0.34945512041083776
-0.7891868420838756,-0.2890031633791934,0.5326966403155493,1.660294815890223,1.014071016250677,0.0032414540418277595,0.693255439165355,-1.263460300393764,-0.19322854952235127,-0.7942573650706669
0.8425054477671141,0.3209785769281738,0.3771346393183636,0.2179844204050538,-0.9743840264109067,-1.996447255768451,0.302508194519418,-0.1472827851219237,1.505849074138414,-0.24942430550132308
-1.4440363640558027,1.1185121741692612,-0.6000360833309674,1.2276016972446724,-1.4714977870763026,-1.991792062613009,0.3285399801035069,-0.22428566139125228,-0.3209497920586227,0.2982075555348766
0.3587881052236134,1.1185121741692612,0.546314597756403,0.6506775390506045,-0.47727026574551074,-0.9946438464496301,0.3389806253662991,-0.1419171550622294,0.8922655142771103,-1.3240953138775422
0.11454365315524599,1.1185121741692612,0.2738591116001513,-0.9358638959830816,-0.47727026574551074,0.00860819948617093,-0.211933826963357,0.22414852123706253,0.8198142468809518,-0.6297066262590563
0.6251020754224302,-1.6544507946995326,0.03310621060467898,-0.7916328564345647,0.019843494919885137,0.013608911372946524,-0.604849582507116,-0.7354612349445038,1.3414128389209143,-1.8546229826550524
-0.5886463842302325,-1.3669881354741653,-0.5089199619385696,0.6506775390506045,-0.9743840264109067,0.0013264396084267252,0.3484011568094245,1.0447180805430112,-0.7962001347548038,0.825715788207653
-0.8776654676508491,-0.3258124063287566,0.17777164148126537,-0.07047765869198007,-1.4714977870763026,-0.002897942195679731,-1.1488859849317608,-0.5273149146088717,0.8591865895310584,-1.7502359403683587
-0.5997062089874875,-1.0006485270711931,-0.5890443159580953,1.0833706576961555,-0.47727026574551074,-0.007155549098826247,-0.9783258110692544,0.06499036890357242,0.19949002114269085,0.17807681603849437
1.5864979019278935,1.1185121741692612,-0.21041178104045416,-1.5127880541771495,0.516957255585281,-0.9937925926536927,0.3391469001023545,-0.654339418150316,-0.7481703492015067,-0.48698443188633334
2.7316121550687864,1.1185121741692612,1.0816891235650603,-0.5031707773375309,-1.4714977870763026,0.019713410107101672,0.22065332836024124,-1.1507081559974683,0.3686862526426525,-0.5259051550446809
-1.1434367056262846,-0.03309128382496034,0.7096711825592248,-1.5127880541771495,1.511184776916073,-0.6609678560545885,-1.0463761660329685,0.6631805379235014,-0.6367997955435596,0.21757784276318853
0.3890507346039627,-0.5046001577981507,0.8338019390668542,0.2179844204050538,1.014071016250677,-0.04052419617838011,0.9028189867227353,-0.7755740698909614,-0.6916602774098409,-0.8712208937377456
-0.5643673118062946,1.1185121741692612,0.9534350529358454,-0.7916328564345647,1.014071016250677,-1.9640607002490298,1.31559569473993,0.2855504564115077,3.2950795811284634,0.3766890038180599
1.6265014595930232,1.1185121741692612,-0.4703899666531828,1.5160637763417062,1.014071016250677,-0.9651458676617414,-0.2913432862546845,-0.6944558696014659,-0.25619757905241913,-0.4955810015109077
-0.6138148201194595,1.1185121741692612,0.43415665335946907,0.2179844204050538,1.511184776916073,0.01410806831394838,0.4411199993356383,0.5008272323951589,-1.0453230640547544,-0.2094983666342321
-0.8640344114139429,1.1185121741692612,1.0637270551818925,-0.07047765869198007,1.014071016250677,0.015058439938906454,0.5414732497042886,0.6284497795223781,0.34988731674446205,0.031724432184800526
0.3505395634948276,1.1185121741692612,-0.3409308242194393,-0.5031707773375309,1.014071016250677,0.031870786028909415,-0.4259415706280567,-0.07149278693878722,-0.10672962988757886,-0.5859924727340992
-0.6110514938338011,-0.2171374985728781,-1.535008581242577,-1.6570190937256664,1.014071016250677,-2.024591924985276,0.4505524782363273,-0.1443745987043133,-0.06716270532741461,-0.24196288339762068
-1.1038824236838667,-1.5562928135005942,-0.7733365056735315,0.6506775390506045,-1.4714977870763026,0.018588662458988096,-0.989213016876818,0.9374030683459174,-0.5020503705764792,0.8116041399084964
-0.6032193184655312,-0.17506979234479633,0.9696983919067113,1.5160637763417062,-1.4714977870763026,-1.9865331315001213,0.8367497303935367,-0.12065796275401587,-0.16035872772430124,0.2023328027784324
1.6011114393328454,1.1185121741692612,-0.3423403515997327,-1.5127880541771495,1.511184776916073,-1.014626736638557,-0.3373082422206928,-1.1960708111619096,0.8480663785694039,-1.310488745534725
2.4482631067133087,1.1185121741692612,-1.5233758950433125,1.5160637763417062,-0.47727026574551074,0.030354584277656933,-0.683318006017503,-0.9636923243642408,1.1241926302827145,-0.5962890874134064
2.7535132800118802,-0.622039171018268,-1.3344369013259056,0.36221545995357074,-0.9743840264109067,0.000252198570582414,-2.190374277708537,-1.615159861298655,2.74510312132416,-1.6959249861333496
-0.6201965325296647,-1.6789902899992724,0.4253802647581596,0.2179844204050538,1.014071016250677,-0.00013736014099755957,0.711248298222643,0.700929527813653,0.33960061336871195,0.16084417049511654
